No teiku master tabulas,Garais nosaukums,Kods,Veids,,,,,,
"LP, VII, I, 1174, 17, III, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1175, 11, III, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1175, 11, III, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1179, 11, V, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 118, 6.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 118, 7.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 118, 8.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1180, 11, V, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1181, 11, Vb, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1181, 11, Vb, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1182, 11, Vb, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1182, 11, Vb, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1182, 11, Vb, 5.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1183, 11, IX.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1183, 11, V, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1183, 11, Vz, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1183, 11, Vz.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1185, 11, Vz, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1185, 11, Vz, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1188, 11, 8, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1189, 11, X, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 119, 9.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1191, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1192, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1192, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1192, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1193, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1194, 11.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1194, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1195.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 120, 15.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1231, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1232, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1232, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1232, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1233, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1233, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1237, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1237, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1238, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1238, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1239, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1239, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 124, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1241, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1243, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1243, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1244, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1245, 6.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1248, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 125, 5.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 125, 6.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 125, 7.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1251, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1252, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1252, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1255, 5.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 126, 8.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 126, 9.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1266, 15.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 127, 10.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1275, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1276, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 128, 12b.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1285, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1285, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1285, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1287, 5.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1288, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1288, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1291, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1292, 5.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1293, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1294, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1294, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1299, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1302, 11.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1303, 13.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1304, 16.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1304, 17.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 131, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 131, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 131, 5.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1310, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1311, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1311, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1312, 5.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1312, 6.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1313, 7.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1313, 8.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1314, 10.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1314, 9.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1315, 11.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1315, 12.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1316, 13.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1317, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1317, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1318, 3a.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1318, 3b.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1319, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1319, 5a.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1319, 5b.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1319, 6.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1320, 2b.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1320, 7.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1320, 8.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 1323, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 136, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 14, 7.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 140, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 140, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 142, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 143, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 144, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 15, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 16, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 160, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 160, 5.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 161, 10.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 161, 7.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 161, 8.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 161, 9.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 162, 11.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 162, 12.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 162, 13.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 162, 14.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 163, 15.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 163, 17.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 163, 18.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 164, 19.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 164, 20.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 164, 21.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 164, 22.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 165, 23.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 165, 24.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 165, 25.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 169, 47.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 169, 48.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 17, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 172, 1a.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 173, 1b.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 174, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 175, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 176, 5.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 178, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 178, 8.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 21, 9.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 210, 23.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 218. l. p. 33.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 221, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 221, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 224, 7.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 229, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 230, 6.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 232, 8.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 232, 9.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 237, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 237, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 238, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 239, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 240, 5.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 241, 6.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 268, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 269, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 271.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 272, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 273, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 274, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 30, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 302, 11.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 304, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 304, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 304, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 305, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 308, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 309, 9.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 310, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 311, 6.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 311, 8.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 311, 9.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 312, 11.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 313, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 313, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 314, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 314, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 315, 5.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 316, 7.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 317, 12.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 318, 16.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 318, 17.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 319, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 32, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 32, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 32, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 320, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 321, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 321, 6.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 322, 10.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 322, 7.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 322, 8.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 322, 9.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 323, 113.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 323, 11a.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 324, 12.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII, I, 326, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
